scenario,axis,support_from,inhibition_from,support_to,inhibition_to
logistic_synchronous_plus10,inhibition,3.0,13.75,3.0,14.0
logistic_synchronous_plus10,inhibition,3.25,5.5,3.25,5.75
logistic_synchronous_plus10,inhibition,3.5,5.75,3.5,6.0
logistic_synchronous_plus10,inhibition,3.75,6.0,3.75,6.25
logistic_synchronous_plus10,inhibition,4.0,6.25,4.0,6.5
logistic_synchronous_plus10,support,-2.75,0.0,-2.5,0.0
logistic_synchronous_plus10,support,-2.75,0.25,-2.5,0.25
logistic_synchronous_plus10,support,-2.75,0.5,-2.5,0.5
logistic_synchronous_plus10,support,-2.75,0.75,-2.5,0.75
logistic_synchronous_plus10,support,-2.75,1.0,-2.5,1.0
logistic_synchronous_plus10,support,-2.5,1.25,-2.25,1.25
logistic_synchronous_plus10,support,-2.5,1.5,-2.25,1.5
logistic_synchronous_plus10,support,-2.5,1.75,-2.25,1.75
logistic_synchronous_plus10,support,-2.5,2.0,-2.25,2.0
logistic_synchronous_plus10,support,-2.5,2.25,-2.25,2.25
logistic_synchronous_plus10,support,-2.5,2.5,-2.25,2.5
logistic_synchronous_plus10,support,-2.5,2.75,-2.25,2.75
logistic_synchronous_plus10,support,-2.5,3.0,-2.25,3.0
logistic_synchronous_plus10,support,-2.5,3.25,-2.25,3.25
logistic_synchronous_plus10,support,-2.5,3.5,-2.25,3.5
logistic_synchronous_plus10,support,-2.25,3.75,-2.0,3.75
logistic_synchronous_plus10,support,-2.25,4.0,-2.0,4.0
logistic_synchronous_plus10,support,-2.25,4.25,-2.0,4.25
logistic_synchronous_plus10,support,-2.25,4.5,-2.0,4.5
logistic_synchronous_plus10,support,-2.25,4.75,-2.0,4.75
logistic_synchronous_plus10,support,-2.25,5.0,-2.0,5.0
logistic_synchronous_plus10,support,-2.25,5.25,-2.0,5.25
logistic_synchronous_plus10,support,-2.25,5.5,-2.0,5.5
logistic_synchronous_plus10,support,-2.25,5.75,-2.0,5.75
logistic_synchronous_plus10,support,-2.25,6.0,-2.0,6.0
logistic_synchronous_plus10,support,-2.25,6.25,-2.0,6.25
logistic_synchronous_plus10,support,-2.25,6.5,-2.0,6.5
logistic_synchronous_plus10,support,-2.25,6.75,-2.0,6.75
logistic_synchronous_plus10,support,-2.25,7.0,-2.0,7.0
logistic_synchronous_plus10,support,-2.25,7.25,-2.0,7.25
logistic_synchronous_plus10,support,-2.25,7.5,-2.0,7.5
logistic_synchronous_plus10,support,-2.0,7.75,-1.75,7.75
logistic_synchronous_plus10,support,-2.0,8.0,-1.75,8.0
logistic_synchronous_plus10,support,-2.0,8.25,-1.75,8.25
logistic_synchronous_plus10,support,-2.0,8.5,-1.75,8.5
logistic_synchronous_plus10,support,-2.0,8.75,-1.75,8.75
logistic_synchronous_plus10,support,-2.0,9.0,-1.75,9.0
logistic_synchronous_plus10,support,-2.0,9.25,-1.75,9.25
logistic_synchronous_plus10,support,-2.0,9.5,-1.75,9.5
logistic_synchronous_plus10,support,-2.0,9.75,-1.75,9.75
logistic_synchronous_plus10,support,-2.0,10.0,-1.75,10.0
logistic_synchronous_plus10,support,-2.0,10.25,-1.75,10.25
logistic_synchronous_plus10,support,-2.0,10.5,-1.75,10.5
logistic_synchronous_plus10,support,-2.0,10.75,-1.75,10.75
logistic_synchronous_plus10,support,-2.0,11.0,-1.75,11.0
logistic_synchronous_plus10,support,-2.0,11.25,-1.75,11.25
logistic_synchronous_plus10,support,-2.0,11.5,-1.75,11.5
logistic_synchronous_plus10,support,-2.0,11.75,-1.75,11.75
logistic_synchronous_plus10,support,-2.0,12.0,-1.75,12.0
logistic_synchronous_plus10,support,-2.0,12.25,-1.75,12.25
logistic_synchronous_plus10,support,-2.0,12.5,-1.75,12.5
logistic_synchronous_plus10,support,-2.0,12.75,-1.75,12.75
logistic_synchronous_plus10,support,-2.0,13.0,-1.75,13.0
logistic_synchronous_plus10,support,-2.0,13.25,-1.75,13.25
logistic_synchronous_plus10,support,-2.0,13.5,-1.75,13.5
logistic_synchronous_plus10,support,-2.0,13.75,-1.75,13.75
logistic_synchronous_plus10,support,-2.0,14.0,-1.75,14.0
logistic_synchronous_plus10,support,-1.5,8.5,-1.25,8.5
logistic_synchronous_plus10,support,-1.5,8.75,-1.25,8.75
logistic_synchronous_plus10,support,-1.5,9.0,-1.25,9.0
logistic_synchronous_plus10,support,-1.5,9.25,-1.25,9.25
logistic_synchronous_plus10,support,-1.5,9.5,-1.25,9.5
logistic_synchronous_plus10,support,-1.5,9.75,-1.25,9.75
logistic_synchronous_plus10,support,-1.5,10.0,-1.25,10.0
logistic_synchronous_plus10,support,-1.5,10.25,-1.25,10.25
logistic_synchronous_plus10,support,-1.5,10.5,-1.25,10.5
logistic_synchronous_plus10,support,-1.5,10.75,-1.25,10.75
logistic_synchronous_plus10,support,-1.5,11.0,-1.25,11.0
logistic_synchronous_plus10,support,-1.5,11.25,-1.25,11.25
logistic_synchronous_plus10,support,-1.5,11.5,-1.25,11.5
logistic_synchronous_plus10,support,-1.5,11.75,-1.25,11.75
logistic_synchronous_plus10,support,-1.5,12.0,-1.25,12.0
logistic_synchronous_plus10,support,-1.5,12.25,-1.25,12.25
logistic_synchronous_plus10,support,-1.5,12.5,-1.25,12.5
logistic_synchronous_plus10,support,-1.5,12.75,-1.25,12.75
logistic_synchronous_plus10,support,-1.5,13.0,-1.25,13.0
logistic_synchronous_plus10,support,-1.5,13.25,-1.25,13.25
logistic_synchronous_plus10,support,-1.5,13.5,-1.25,13.5
logistic_synchronous_plus10,support,-1.5,13.75,-1.25,13.75
logistic_synchronous_plus10,support,-1.5,14.0,-1.25,14.0
logistic_synchronous_plus10,support,-1.25,5.75,-1.0,5.75
logistic_synchronous_plus10,support,-1.25,6.0,-1.0,6.0
logistic_synchronous_plus10,support,-1.25,6.25,-1.0,6.25
logistic_synchronous_plus10,support,-1.25,6.5,-1.0,6.5
logistic_synchronous_plus10,support,-1.25,6.75,-1.0,6.75
logistic_synchronous_plus10,support,-1.25,7.0,-1.0,7.0
logistic_synchronous_plus10,support,-1.25,7.25,-1.0,7.25
logistic_synchronous_plus10,support,-1.25,7.5,-1.0,7.5
logistic_synchronous_plus10,support,-1.25,7.75,-1.0,7.75
logistic_synchronous_plus10,support,-1.25,8.0,-1.0,8.0
logistic_synchronous_plus10,support,-1.25,8.25,-1.0,8.25
logistic_synchronous_plus10,support,-1.0,4.5,-0.75,4.5
logistic_synchronous_plus10,support,-1.0,4.75,-0.75,4.75
logistic_synchronous_plus10,support,-1.0,5.0,-0.75,5.0
logistic_synchronous_plus10,support,-1.0,5.25,-0.75,5.25
logistic_synchronous_plus10,support,-1.0,5.5,-0.75,5.5
logistic_synchronous_plus10,support,-0.75,3.75,-0.5,3.75
logistic_synchronous_plus10,support,-0.75,4.0,-0.5,4.0
logistic_synchronous_plus10,support,-0.75,4.25,-0.5,4.25
logistic_synchronous_plus10,support,-0.5,3.5,-0.25,3.5
logistic_synchronous_plus10,support,0.0,3.5,0.25,3.5
logistic_synchronous_plus10,support,0.0,13.75,0.25,13.75
logistic_synchronous_plus10,support,0.0,14.0,0.25,14.0
logistic_synchronous_plus10,support,0.25,13.0,0.5,13.0
logistic_synchronous_plus10,support,0.25,13.25,0.5,13.25
logistic_synchronous_plus10,support,0.25,13.5,0.5,13.5
logistic_synchronous_plus10,support,0.5,3.75,0.75,3.75
logistic_synchronous_plus10,support,0.5,12.5,0.75,12.5
logistic_synchronous_plus10,support,0.5,12.75,0.75,12.75
logistic_synchronous_plus10,support,0.75,12.25,1.0,12.25
logistic_synchronous_plus10,support,1.0,4.0,1.25,4.0
logistic_synchronous_plus10,support,1.25,4.25,1.5,4.25
logistic_synchronous_plus10,support,1.5,4.5,1.75,4.5
logistic_synchronous_plus10,support,1.5,12.25,1.75,12.25
logistic_synchronous_plus10,support,2.0,4.75,2.25,4.75
logistic_synchronous_plus10,support,2.0,12.5,2.25,12.5
logistic_synchronous_plus10,support,2.25,5.0,2.5,5.0
logistic_synchronous_plus10,support,2.25,12.75,2.5,12.75
logistic_synchronous_plus10,support,2.25,13.0,2.5,13.0
logistic_synchronous_plus10,support,2.5,5.25,2.75,5.25
logistic_synchronous_plus10,support,2.5,13.25,2.75,13.25
logistic_synchronous_plus10,support,2.75,13.5,3.0,13.5
logistic_synchronous_plus10,support,2.75,13.75,3.0,13.75
logistic_synchronous_plus10,support,3.0,5.5,3.25,5.5
logistic_synchronous_plus10,support,3.0,14.0,3.25,14.0
logistic_synchronous_plus10,support,3.25,5.75,3.5,5.75
logistic_synchronous_plus10,support,3.5,6.0,3.75,6.0
logistic_synchronous_plus10,support,3.75,6.25,4.0,6.25
logistic_autonomy-first_symmetric,inhibition,-2.5,0.75,-2.5,1.0
logistic_autonomy-first_symmetric,inhibition,-2.25,3.25,-2.25,3.5
logistic_autonomy-first_symmetric,inhibition,-2.0,0.0,-2.0,0.25
logistic_autonomy-first_symmetric,inhibition,-2.0,5.75,-2.0,6.0
logistic_autonomy-first_symmetric,inhibition,-1.75,8.25,-1.75,8.5
logistic_autonomy-first_symmetric,inhibition,-1.5,10.75,-1.5,11.0
logistic_autonomy-first_symmetric,inhibition,-1.5,11.0,-1.5,11.25
logistic_autonomy-first_symmetric,inhibition,-1.5,11.25,-1.5,11.5
logistic_autonomy-first_symmetric,inhibition,-1.25,8.25,-1.25,8.5
logistic_autonomy-first_symmetric,inhibition,-1.25,8.5,-1.25,8.75
logistic_autonomy-first_symmetric,inhibition,-1.25,9.75,-1.25,10.0
logistic_autonomy-first_symmetric,inhibition,-1.0,6.25,-1.0,6.5
logistic_autonomy-first_symmetric,inhibition,-1.0,6.5,-1.0,6.75
logistic_autonomy-first_symmetric,inhibition,-1.0,7.0,-1.0,7.25
logistic_autonomy-first_symmetric,inhibition,-0.75,5.0,-0.75,5.25
logistic_autonomy-first_symmetric,inhibition,-0.75,5.25,-0.75,5.5
logistic_autonomy-first_symmetric,inhibition,-0.75,5.5,-0.75,5.75
logistic_autonomy-first_symmetric,inhibition,-0.5,4.5,-0.5,4.75
logistic_autonomy-first_symmetric,inhibition,-0.25,4.0,-0.25,4.25
logistic_autonomy-first_symmetric,inhibition,0.0,3.75,0.0,4.0
logistic_autonomy-first_symmetric,inhibition,0.0,4.0,0.0,4.25
logistic_autonomy-first_symmetric,inhibition,0.25,4.0,0.25,4.25
logistic_autonomy-first_symmetric,inhibition,0.5,4.0,0.5,4.25
logistic_autonomy-first_symmetric,inhibition,0.75,4.25,0.75,4.5
logistic_autonomy-first_symmetric,inhibition,1.0,4.5,1.0,4.75
logistic_autonomy-first_symmetric,inhibition,1.25,4.5,1.25,4.75
logistic_autonomy-first_symmetric,inhibition,1.5,4.75,1.5,5.0
logistic_autonomy-first_symmetric,inhibition,1.75,5.0,1.75,5.25
logistic_autonomy-first_symmetric,inhibition,2.0,5.0,2.0,5.25
logistic_autonomy-first_symmetric,inhibition,2.0,5.25,2.0,5.5
logistic_autonomy-first_symmetric,inhibition,2.25,5.5,2.25,5.75
logistic_autonomy-first_symmetric,inhibition,2.5,5.5,2.5,5.75
logistic_autonomy-first_symmetric,inhibition,2.75,5.75,2.75,6.0
logistic_autonomy-first_symmetric,inhibition,3.0,6.0,3.0,6.25
logistic_autonomy-first_symmetric,inhibition,3.25,6.25,3.25,6.5
logistic_autonomy-first_symmetric,inhibition,3.5,6.25,3.5,6.5
logistic_autonomy-first_symmetric,inhibition,3.5,6.5,3.5,6.75
logistic_autonomy-first_symmetric,inhibition,3.75,6.75,3.75,7.0
logistic_autonomy-first_symmetric,inhibition,4.0,7.0,4.0,7.25
logistic_autonomy-first_symmetric,support,-2.75,0.0,-2.5,0.0
logistic_autonomy-first_symmetric,support,-2.75,0.25,-2.5,0.25
logistic_autonomy-first_symmetric,support,-2.75,0.5,-2.5,0.5
logistic_autonomy-first_symmetric,support,-2.75,0.75,-2.5,0.75
logistic_autonomy-first_symmetric,support,-2.5,1.0,-2.25,1.0
logistic_autonomy-first_symmetric,support,-2.5,1.25,-2.25,1.25
logistic_autonomy-first_symmetric,support,-2.5,1.5,-2.25,1.5
logistic_autonomy-first_symmetric,support,-2.5,1.75,-2.25,1.75
logistic_autonomy-first_symmetric,support,-2.5,2.0,-2.25,2.0
logistic_autonomy-first_symmetric,support,-2.5,2.25,-2.25,2.25
logistic_autonomy-first_symmetric,support,-2.5,2.5,-2.25,2.5
logistic_autonomy-first_symmetric,support,-2.5,2.75,-2.25,2.75
logistic_autonomy-first_symmetric,support,-2.5,3.0,-2.25,3.0
logistic_autonomy-first_symmetric,support,-2.5,3.25,-2.25,3.25
logistic_autonomy-first_symmetric,support,-2.25,0.0,-2.0,0.0
logistic_autonomy-first_symmetric,support,-2.25,3.5,-2.0,3.5
logistic_autonomy-first_symmetric,support,-2.25,3.75,-2.0,3.75
logistic_autonomy-first_symmetric,support,-2.25,4.0,-2.0,4.0
logistic_autonomy-first_symmetric,support,-2.25,4.25,-2.0,4.25
logistic_autonomy-first_symmetric,support,-2.25,4.5,-2.0,4.5
logistic_autonomy-first_symmetric,support,-2.25,4.75,-2.0,4.75
logistic_autonomy-first_symmetric,support,-2.25,5.0,-2.0,5.0
logistic_autonomy-first_symmetric,support,-2.25,5.25,-2.0,5.25
logistic_autonomy-first_symmetric,support,-2.25,5.5,-2.0,5.5
logistic_autonomy-first_symmetric,support,-2.25,5.75,-2.0,5.75
logistic_autonomy-first_symmetric,support,-2.0,0.0,-1.75,0.0
logistic_autonomy-first_symmetric,support,-2.0,6.0,-1.75,6.0
logistic_autonomy-first_symmetric,support,-2.0,6.25,-1.75,6.25
logistic_autonomy-first_symmetric,support,-2.0,6.5,-1.75,6.5
logistic_autonomy-first_symmetric,support,-2.0,6.75,-1.75,6.75
logistic_autonomy-first_symmetric,support,-2.0,7.0,-1.75,7.0
logistic_autonomy-first_symmetric,support,-2.0,7.25,-1.75,7.25
logistic_autonomy-first_symmetric,support,-2.0,7.5,-1.75,7.5
logistic_autonomy-first_symmetric,support,-2.0,7.75,-1.75,7.75
logistic_autonomy-first_symmetric,support,-2.0,8.0,-1.75,8.0
logistic_autonomy-first_symmetric,support,-2.0,8.25,-1.75,8.25
logistic_autonomy-first_symmetric,support,-1.75,8.5,-1.5,8.5
logistic_autonomy-first_symmetric,support,-1.75,8.75,-1.5,8.75
logistic_autonomy-first_symmetric,support,-1.75,9.0,-1.5,9.0
logistic_autonomy-first_symmetric,support,-1.75,9.25,-1.5,9.25
logistic_autonomy-first_symmetric,support,-1.75,9.5,-1.5,9.5
logistic_autonomy-first_symmetric,support,-1.75,9.75,-1.5,9.75
logistic_autonomy-first_symmetric,support,-1.75,10.0,-1.5,10.0
logistic_autonomy-first_symmetric,support,-1.75,10.25,-1.5,10.25
logistic_autonomy-first_symmetric,support,-1.75,10.5,-1.5,10.5
logistic_autonomy-first_symmetric,support,-1.75,10.75,-1.5,10.75
logistic_autonomy-first_symmetric,support,-1.75,11.25,-1.5,11.25
logistic_autonomy-first_symmetric,support,-1.75,11.5,-1.5,11.5
logistic_autonomy-first_symmetric,support,-1.75,11.75,-1.5,11.75
logistic_autonomy-first_symmetric,support,-1.75,12.0,-1.5,12.0
logistic_autonomy-first_symmetric,support,-1.75,12.25,-1.5,12.25
logistic_autonomy-first_symmetric,support,-1.75,12.5,-1.5,12.5
logistic_autonomy-first_symmetric,support,-1.75,12.75,-1.5,12.75
logistic_autonomy-first_symmetric,support,-1.75,13.0,-1.5,13.0
logistic_autonomy-first_symmetric,support,-1.75,13.25,-1.5,13.25
logistic_autonomy-first_symmetric,support,-1.75,13.5,-1.5,13.5
logistic_autonomy-first_symmetric,support,-1.75,13.75,-1.5,13.75
logistic_autonomy-first_symmetric,support,-1.75,14.0,-1.5,14.0
logistic_autonomy-first_symmetric,support,-1.5,8.5,-1.25,8.5
logistic_autonomy-first_symmetric,support,-1.5,10.0,-1.25,10.0
logistic_autonomy-first_symmetric,support,-1.5,10.25,-1.25,10.25
logistic_autonomy-first_symmetric,support,-1.5,10.5,-1.25,10.5
logistic_autonomy-first_symmetric,support,-1.5,10.75,-1.25,10.75
logistic_autonomy-first_symmetric,support,-1.5,11.0,-1.25,11.0
logistic_autonomy-first_symmetric,support,-1.5,11.25,-1.25,11.25
logistic_autonomy-first_symmetric,support,-1.5,11.5,-1.25,11.5
logistic_autonomy-first_symmetric,support,-1.5,11.75,-1.25,11.75
logistic_autonomy-first_symmetric,support,-1.5,12.0,-1.25,12.0
logistic_autonomy-first_symmetric,support,-1.5,12.25,-1.25,12.25
logistic_autonomy-first_symmetric,support,-1.5,12.5,-1.25,12.5
logistic_autonomy-first_symmetric,support,-1.5,12.75,-1.25,12.75
logistic_autonomy-first_symmetric,support,-1.5,13.0,-1.25,13.0
logistic_autonomy-first_symmetric,support,-1.5,13.25,-1.25,13.25
logistic_autonomy-first_symmetric,support,-1.5,13.5,-1.25,13.5
logistic_autonomy-first_symmetric,support,-1.5,13.75,-1.25,13.75
logistic_autonomy-first_symmetric,support,-1.5,14.0,-1.25,14.0
logistic_autonomy-first_symmetric,support,-1.25,6.5,-1.0,6.5
logistic_autonomy-first_symmetric,support,-1.25,7.25,-1.0,7.25
logistic_autonomy-first_symmetric,support,-1.25,7.5,-1.0,7.5
logistic_autonomy-first_symmetric,support,-1.25,7.75,-1.0,7.75
logistic_autonomy-first_symmetric,support,-1.25,8.0,-1.0,8.0
logistic_autonomy-first_symmetric,support,-1.25,8.25,-1.0,8.25
logistic_autonomy-first_symmetric,support,-1.25,8.5,-1.0,8.5
logistic_autonomy-first_symmetric,support,-1.25,8.75,-1.0,8.75
logistic_autonomy-first_symmetric,support,-1.25,9.0,-1.0,9.0
logistic_autonomy-first_symmetric,support,-1.25,9.25,-1.0,9.25
logistic_autonomy-first_symmetric,support,-1.25,9.5,-1.0,9.5
logistic_autonomy-first_symmetric,support,-1.25,9.75,-1.0,9.75
logistic_autonomy-first_symmetric,support,-1.0,5.25,-0.75,5.25
logistic_autonomy-first_symmetric,support,-1.0,5.75,-0.75,5.75
logistic_autonomy-first_symmetric,support,-1.0,6.0,-0.75,6.0
logistic_autonomy-first_symmetric,support,-1.0,6.25,-0.75,6.25
logistic_autonomy-first_symmetric,support,-1.0,6.5,-0.75,6.5
logistic_autonomy-first_symmetric,support,-1.0,6.75,-0.75,6.75
logistic_autonomy-first_symmetric,support,-1.0,7.0,-0.75,7.0
logistic_autonomy-first_symmetric,support,-0.75,4.75,-0.5,4.75
logistic_autonomy-first_symmetric,support,-0.75,5.0,-0.5,5.0
logistic_autonomy-first_symmetric,support,-0.75,5.25,-0.5,5.25
logistic_autonomy-first_symmetric,support,-0.75,5.5,-0.5,5.5
logistic_autonomy-first_symmetric,support,-0.5,4.25,-0.25,4.25
logistic_autonomy-first_symmetric,support,-0.5,4.5,-0.25,4.5
logistic_autonomy-first_symmetric,support,-0.25,4.0,0.0,4.0
logistic_autonomy-first_symmetric,support,0.0,4.0,0.25,4.0
logistic_autonomy-first_symmetric,support,0.5,4.25,0.75,4.25
logistic_autonomy-first_symmetric,support,0.75,4.5,1.0,4.5
logistic_autonomy-first_symmetric,support,1.25,4.75,1.5,4.75
logistic_autonomy-first_symmetric,support,1.5,5.0,1.75,5.0
logistic_autonomy-first_symmetric,support,1.75,5.25,2.0,5.25
logistic_autonomy-first_symmetric,support,2.0,5.25,2.25,5.25
logistic_autonomy-first_symmetric,support,2.0,5.5,2.25,5.5
logistic_autonomy-first_symmetric,support,2.5,5.75,2.75,5.75
logistic_autonomy-first_symmetric,support,2.75,6.0,3.0,6.0
logistic_autonomy-first_symmetric,support,3.0,6.25,3.25,6.25
logistic_autonomy-first_symmetric,support,3.25,6.5,3.5,6.5
logistic_autonomy-first_symmetric,support,3.5,6.5,3.75,6.5
logistic_autonomy-first_symmetric,support,3.5,6.75,3.75,6.75
logistic_autonomy-first_symmetric,support,3.75,7.0,4.0,7.0
logistic_autonomy-first_minus10,inhibition,-2.5,1.0,-2.5,1.25
logistic_autonomy-first_minus10,inhibition,-2.25,3.5,-2.25,3.75
logistic_autonomy-first_minus10,inhibition,-2.0,7.5,-2.0,7.75
logistic_autonomy-first_minus10,inhibition,-1.25,8.25,-1.25,8.5
logistic_autonomy-first_minus10,inhibition,-1.25,11.75,-1.25,12.0
logistic_autonomy-first_minus10,inhibition,-1.25,12.0,-1.25,12.25
logistic_autonomy-first_minus10,inhibition,-1.0,5.5,-1.0,5.75
logistic_autonomy-first_minus10,inhibition,-0.75,4.25,-0.75,4.5
logistic_autonomy-first_minus10,inhibition,-0.5,3.5,-0.5,3.75
logistic_autonomy-first_minus10,inhibition,-0.25,3.25,-0.25,3.5
logistic_autonomy-first_minus10,inhibition,0.0,3.25,0.0,3.5
logistic_autonomy-first_minus10,inhibition,0.25,3.5,0.25,3.75
logistic_autonomy-first_minus10,inhibition,0.5,3.5,0.5,3.75
logistic_autonomy-first_minus10,inhibition,0.75,3.75,0.75,4.0
logistic_autonomy-first_minus10,inhibition,1.0,3.75,1.0,4.0
logistic_autonomy-first_minus10,inhibition,1.25,4.0,1.25,4.25
logistic_autonomy-first_minus10,inhibition,1.5,4.25,1.5,4.5
logistic_autonomy-first_minus10,inhibition,1.75,4.5,1.75,4.75
logistic_autonomy-first_minus10,inhibition,2.0,4.5,2.0,4.75
logistic_autonomy-first_minus10,inhibition,2.25,4.75,2.25,5.0
logistic_autonomy-first_minus10,inhibition,2.5,5.0,2.5,5.25
logistic_autonomy-first_minus10,inhibition,2.75,5.25,2.75,5.5
logistic_autonomy-first_minus10,inhibition,3.0,5.25,3.0,5.5
logistic_autonomy-first_minus10,inhibition,3.25,5.5,3.25,5.75
logistic_autonomy-first_minus10,inhibition,3.5,5.75,3.5,6.0
logistic_autonomy-first_minus10,inhibition,3.75,6.0,3.75,6.25
logistic_autonomy-first_minus10,inhibition,4.0,6.25,4.0,6.5
logistic_autonomy-first_minus10,support,-2.75,0.0,-2.5,0.0
logistic_autonomy-first_minus10,support,-2.75,0.25,-2.5,0.25
logistic_autonomy-first_minus10,support,-2.75,0.5,-2.5,0.5
logistic_autonomy-first_minus10,support,-2.75,0.75,-2.5,0.75
logistic_autonomy-first_minus10,support,-2.75,1.0,-2.5,1.0
logistic_autonomy-first_minus10,support,-2.5,1.25,-2.25,1.25
logistic_autonomy-first_minus10,support,-2.5,1.5,-2.25,1.5
logistic_autonomy-first_minus10,support,-2.5,1.75,-2.25,1.75
logistic_autonomy-first_minus10,support,-2.5,2.0,-2.25,2.0
logistic_autonomy-first_minus10,support,-2.5,2.25,-2.25,2.25
logistic_autonomy-first_minus10,support,-2.5,2.5,-2.25,2.5
logistic_autonomy-first_minus10,support,-2.5,2.75,-2.25,2.75
logistic_autonomy-first_minus10,support,-2.5,3.0,-2.25,3.0
logistic_autonomy-first_minus10,support,-2.5,3.25,-2.25,3.25
logistic_autonomy-first_minus10,support,-2.5,3.5,-2.25,3.5
logistic_autonomy-first_minus10,support,-2.25,3.75,-2.0,3.75
logistic_autonomy-first_minus10,support,-2.25,4.0,-2.0,4.0
logistic_autonomy-first_minus10,support,-2.25,4.25,-2.0,4.25
logistic_autonomy-first_minus10,support,-2.25,4.5,-2.0,4.5
logistic_autonomy-first_minus10,support,-2.25,4.75,-2.0,4.75
logistic_autonomy-first_minus10,support,-2.25,5.0,-2.0,5.0
logistic_autonomy-first_minus10,support,-2.25,5.25,-2.0,5.25
logistic_autonomy-first_minus10,support,-2.25,5.5,-2.0,5.5
logistic_autonomy-first_minus10,support,-2.25,5.75,-2.0,5.75
logistic_autonomy-first_minus10,support,-2.25,6.0,-2.0,6.0
logistic_autonomy-first_minus10,support,-2.25,6.25,-2.0,6.25
logistic_autonomy-first_minus10,support,-2.25,6.5,-2.0,6.5
logistic_autonomy-first_minus10,support,-2.25,6.75,-2.0,6.75
logistic_autonomy-first_minus10,support,-2.25,7.0,-2.0,7.0
logistic_autonomy-first_minus10,support,-2.25,7.25,-2.0,7.25
logistic_autonomy-first_minus10,support,-2.25,7.5,-2.0,7.5
logistic_autonomy-first_minus10,support,-2.0,7.75,-1.75,7.75
logistic_autonomy-first_minus10,support,-2.0,8.0,-1.75,8.0
logistic_autonomy-first_minus10,support,-2.0,8.25,-1.75,8.25
logistic_autonomy-first_minus10,support,-2.0,8.5,-1.75,8.5
logistic_autonomy-first_minus10,support,-2.0,8.75,-1.75,8.75
logistic_autonomy-first_minus10,support,-2.0,9.0,-1.75,9.0
logistic_autonomy-first_minus10,support,-2.0,9.25,-1.75,9.25
logistic_autonomy-first_minus10,support,-2.0,9.5,-1.75,9.5
logistic_autonomy-first_minus10,support,-2.0,9.75,-1.75,9.75
logistic_autonomy-first_minus10,support,-2.0,10.0,-1.75,10.0
logistic_autonomy-first_minus10,support,-2.0,10.25,-1.75,10.25
logistic_autonomy-first_minus10,support,-2.0,10.5,-1.75,10.5
logistic_autonomy-first_minus10,support,-2.0,10.75,-1.75,10.75
logistic_autonomy-first_minus10,support,-2.0,11.0,-1.75,11.0
logistic_autonomy-first_minus10,support,-2.0,11.25,-1.75,11.25
logistic_autonomy-first_minus10,support,-2.0,11.5,-1.75,11.5
logistic_autonomy-first_minus10,support,-2.0,11.75,-1.75,11.75
logistic_autonomy-first_minus10,support,-2.0,12.0,-1.75,12.0
logistic_autonomy-first_minus10,support,-2.0,12.25,-1.75,12.25
logistic_autonomy-first_minus10,support,-2.0,12.5,-1.75,12.5
logistic_autonomy-first_minus10,support,-2.0,12.75,-1.75,12.75
logistic_autonomy-first_minus10,support,-2.0,13.0,-1.75,13.0
logistic_autonomy-first_minus10,support,-2.0,13.25,-1.75,13.25
logistic_autonomy-first_minus10,support,-2.0,13.5,-1.75,13.5
logistic_autonomy-first_minus10,support,-2.0,13.75,-1.75,13.75
logistic_autonomy-first_minus10,support,-2.0,14.0,-1.75,14.0
logistic_autonomy-first_minus10,support,-1.5,8.5,-1.25,8.5
logistic_autonomy-first_minus10,support,-1.5,8.75,-1.25,8.75
logistic_autonomy-first_minus10,support,-1.5,9.0,-1.25,9.0
logistic_autonomy-first_minus10,support,-1.5,9.25,-1.25,9.25
logistic_autonomy-first_minus10,support,-1.5,9.5,-1.25,9.5
logistic_autonomy-first_minus10,support,-1.5,9.75,-1.25,9.75
logistic_autonomy-first_minus10,support,-1.5,10.0,-1.25,10.0
logistic_autonomy-first_minus10,support,-1.5,10.25,-1.25,10.25
logistic_autonomy-first_minus10,support,-1.5,10.5,-1.25,10.5
logistic_autonomy-first_minus10,support,-1.5,10.75,-1.25,10.75
logistic_autonomy-first_minus10,support,-1.5,11.0,-1.25,11.0
logistic_autonomy-first_minus10,support,-1.5,11.25,-1.25,11.25
logistic_autonomy-first_minus10,support,-1.5,11.5,-1.25,11.5
logistic_autonomy-first_minus10,support,-1.5,11.75,-1.25,11.75
logistic_autonomy-first_minus10,support,-1.5,12.25,-1.25,12.25
logistic_autonomy-first_minus10,support,-1.5,12.5,-1.25,12.5
logistic_autonomy-first_minus10,support,-1.5,12.75,-1.25,12.75
logistic_autonomy-first_minus10,support,-1.5,13.0,-1.25,13.0
logistic_autonomy-first_minus10,support,-1.5,13.25,-1.25,13.25
logistic_autonomy-first_minus10,support,-1.5,13.5,-1.25,13.5
logistic_autonomy-first_minus10,support,-1.5,13.75,-1.25,13.75
logistic_autonomy-first_minus10,support,-1.5,14.0,-1.25,14.0
logistic_autonomy-first_minus10,support,-1.25,5.75,-1.0,5.75
logistic_autonomy-first_minus10,support,-1.25,6.0,-1.0,6.0
logistic_autonomy-first_minus10,support,-1.25,6.25,-1.0,6.25
logistic_autonomy-first_minus10,support,-1.25,6.5,-1.0,6.5
logistic_autonomy-first_minus10,support,-1.25,6.75,-1.0,6.75
logistic_autonomy-first_minus10,support,-1.25,7.0,-1.0,7.0
